ID,CATEGORY,NAME,PLACE_ID,LAT,LNG,ICON,RATING,REFERENCE,TYPE
P209,BARS,Watson's,ChIJbzdSFhEVrjsR1xWwXRixp3U,12.9065812,77.5925152,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJbzdSFhEVrjsR1xWwXRixp3U,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
P210,BARS,Windmills Craftworks,ChIJd5CMLo0RrjsRboHwm9XNEzg,12.9823956,77.7218731,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJd5CMLo0RrjsRboHwm9XNEzg,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P211,BARS,Bootlegger,ChIJI6nZxnkWrjsRvi734wGp5N4,12.9712936,77.5975888,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.1,ChIJI6nZxnkWrjsRvi734wGp5N4,"['bar', 'point_of_interest', 'establishment']"
P212,BARS,Hakuna Matata,ChIJAWNPNz8VrjsRmm4btDLh1Sw,12.8941834,77.5866824,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJAWNPNz8VrjsRmm4btDLh1Sw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P213,BARS,Arbor Brewing Company - Brewpub & Eatery,ChIJV9YdrIEWrjsRyCAygrncHJA,12.9702759,77.6108893,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJV9YdrIEWrjsRyCAygrncHJA,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P214,BARS,Loft 38,ChIJ36n9s7MWrjsR1I8y6pFw63Q,12.9711882,77.6409023,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4,ChIJ36n9s7MWrjsR1I8y6pFw63Q,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P215,BARS,The Biere Club,ChIJMYFexnkWrjsRMszkT3qrDa0,12.9709519,77.5975053,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJMYFexnkWrjsRMszkT3qrDa0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P216,BARS,Sotally Tober - Koramangala,ChIJMXkoc2cUrjsRp9LGekBf7g0,12.9317829,77.6322255,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4,ChIJMXkoc2cUrjsRp9LGekBf7g0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P217,BARS,"Liquid Bar, Hyatt Centric MG Road Bangalore",ChIJ9wOQiJwWrjsRslKa-a5KQT8,12.9740815,77.6235405,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3.9,ChIJ9wOQiJwWrjsRslKa-a5KQT8,"['bar', 'night_club', 'point_of_interest', 'establishment']"
P218,BARS,Deja Vu Restaurant and Bar,ChIJfdOHVAQVrjsRDk2UpeyZFWw,12.9140622,77.5995362,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJfdOHVAQVrjsRDk2UpeyZFWw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P219,STREET FOOD,Venky Kabab - Street Food Non Veg,ChIJ89Af_yc9rjsRF9q2Ap4gnN8,13.042271,77.516256,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5,ChIJ89Af_yc9rjsRF9q2Ap4gnN8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P220,STREET FOOD,Raja Market (Night Food Street),ChIJhVFWiwkWrjsRD18DJnpqjqI,12.9677637,77.5790066,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJhVFWiwkWrjsRD18DJnpqjqI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P221,STREET FOOD,Street Foods by Punjab Grill,ChIJkyElDsNrrjsRJ51mUs88HoQ,12.8758153,77.5956604,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3,ChIJkyElDsNrrjsRJ51mUs88HoQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P222,STREET FOOD,Vv Puram Food Street,ChIJP9r7DDgVrjsR2qQKPiie8oI,12.950964,77.577648,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJP9r7DDgVrjsR2qQKPiie8oI,"['food', 'point_of_interest', 'establishment']"
P223,STREET FOOD,Khan Saheb Grills and Rolls,ChIJVXXw56AWrjsReU8ko_p4wbE,12.9713971,77.635011,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.9,ChIJVXXw56AWrjsReU8ko_p4wbE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P224,STREET FOOD,Egg Dosa - Famous Street Food,ChIJe08q8AEVrjsRlzJF1Py_fW8,12.917635,77.6069061,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.8,ChIJe08q8AEVrjsRlzJF1Py_fW8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P225,STREET FOOD,Chaat street,ChIJZQ_h7kMUrjsRFhS_CuTcRqw,12.93955,77.6259439,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.7,ChIJZQ_h7kMUrjsRFhS_CuTcRqw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P226,STREET FOOD,Eat street,ChIJEX9emGEWrjsRdv1hN6-br3c,12.9859844,77.6054808,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJEX9emGEWrjsRdv1hN6-br3c,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P227,STREET FOOD,Chintamani Chaats - Street Food,ChIJA_X1JpIVrjsRSf9DvvQ7zno,12.9382671,77.5753742,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.6,ChIJA_X1JpIVrjsRSf9DvvQ7zno,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P228,STREET FOOD,Karnataka Bhel House,ChIJfUvMY_kVrjsRlcSqoOXPA8w,12.959344,77.56741,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.2,ChIJfUvMY_kVrjsRlcSqoOXPA8w,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P229,STREET FOOD,Shivanna Gulkand Store,ChIJ2VNZuO4VrjsRdyXZjg6m214,12.9508956,77.577926,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJ2VNZuO4VrjsRdyXZjg6m214,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
P230,STREET FOOD,99 Variety Dosa Street Food,ChIJozB4k_MRrjsRucTQIc26Q5Q,12.980174,77.7264385,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.7,ChIJozB4k_MRrjsRucTQIc26Q5Q,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P231,STREET FOOD,Darjiling Yummy Momo Street Food,ChIJNSbVC0YUrjsRcPIZzFqKggw,12.9403564,77.6203293,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.8,ChIJNSbVC0YUrjsRcPIZzFqKggw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P232,STREET FOOD,Food Street HSR Layout,ChIJ90bizZEUrjsRZiCO26AtgIQ,12.9121066,77.6389073,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJ90bizZEUrjsRZiCO26AtgIQ,"['food', 'point_of_interest', 'establishment']"
P233,STREET FOOD,Vijayanagar Food Street,ChIJWT5PcN09rjsRlKnnbw7K_Yg,12.9734993,77.5380133,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.2,ChIJWT5PcN09rjsRlKnnbw7K_Yg,"['food', 'point_of_interest', 'establishment']"
P234,STREET FOOD,Spicy Corner,ChIJD7vu7gEUrjsRPOmG52p_-Hk,12.9688216,77.6488321,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.9,ChIJD7vu7gEUrjsRPOmG52p_-Hk,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P235,STREET FOOD,Crunchy Cheese,ChIJh5tT24kWrjsR3zDFJr7EVRM,12.9830056,77.6085052,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJh5tT24kWrjsR3zDFJr7EVRM,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P236,STREET FOOD,Chaat Street,ChIJq65ssyUXrjsRuH1Uje3P_SY,13.0220729,77.6394072,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.5,ChIJq65ssyUXrjsRuH1Uje3P_SY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P237,STREET FOOD,Chaat Street,ChIJ-xC2uYYTrjsRda7p8qC3Rhc,12.9559791,77.7176942,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.1,ChIJ-xC2uYYTrjsRda7p8qC3Rhc,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P238,STREET FOOD,Hari Super Sandwich,ChIJXcv8B5UVrjsRHBq0Z-bjrws,12.9328532,77.5825484,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJXcv8B5UVrjsRHBq0Z-bjrws,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P239,BAZAAR,Big Bazaar,ChIJnZWqqi8WrjsRA6tWsLnBkcA,12.9972035,77.5736545,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJnZWqqi8WrjsRA6tWsLnBkcA,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P240,BAZAAR,Star Bazaar,ChIJWa26AU0UrjsRRe4MMrkenyo,12.9367451,77.6104246,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.1,ChIJWa26AU0UrjsRRe4MMrkenyo,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P241,BAZAAR,Big Bazaar,ChIJ4eVjWiIVrjsRccU0YI8EOfs,12.8975286,77.59986,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.9,ChIJ4eVjWiIVrjsRccU0YI8EOfs,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P242,BAZAAR,Bangalore Bazaar,ChIJ283JT4c9rjsRdbewewLsHj8,13.0256804,77.5579056,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3.9,ChIJ283JT4c9rjsRdbewewLsHj8,"['department_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P243,BAZAAR,Big Bazaar,ChIJDQDwEVIUrjsR5rLuPwDOApY,12.9331312,77.6120561,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.8,ChIJDQDwEVIUrjsR5rLuPwDOApY,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P244,BAZAAR,Chor Bazaar,ChIJm8L215oXrjsR0CBbQ67cRxA,12.9683508,77.5748766,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.7,ChIJm8L215oXrjsR0CBbQ67cRxA,"['shopping_mall', 'point_of_interest', 'establishment']"
P245,BAZAAR,Maha Bazaar,ChIJYUs812NrrjsRa-SpzyvjavY,12.8509935,77.6501082,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJYUs812NrrjsRa-SpzyvjavY,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P246,BAZAAR,Big Bazaar,ChIJ5w8fjpwWrjsRxpw9UXdCKws,12.973165,77.6216231,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.9,ChIJ5w8fjpwWrjsRxpw9UXdCKws,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P247,BAZAAR,Gulshan And Fashion Bazaar,ChIJyfwHC2AWrjsRAEsW5ClLqug,12.9883351,77.60635,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.1,ChIJyfwHC2AWrjsRAEsW5ClLqug,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
P248,BAZAAR,Big Bazaar,ChIJey3feD4RrjsRL6wfhrNMPVc,13.0171568,77.6590182,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.9,ChIJey3feD4RrjsRL6wfhrNMPVc,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P249,BAZAAR,Meena Bazaar,ChIJ_2jV0okWrjsRJMN9C-QjIW0,12.9824264,77.607151,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.7,ChIJ_2jV0okWrjsRJMN9C-QjIW0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
P250,BAZAAR,The Spice Bazaar,ChIJxWM6tHsWrjsRClp5RH_anf0,12.9746621,77.5994742,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJxWM6tHsWrjsRClp5RH_anf0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P251,BAZAAR,Gandhi Bazaar Flower Market,ChIJrSid6fIVrjsRbF8xr-ITHSw,12.9449625,77.5721511,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.2,ChIJrSid6fIVrjsRbF8xr-ITHSw,"['point_of_interest', 'establishment']"
P252,BAZAAR,Food Bazaar,ChIJr5nUjKATrjsRK6QyOY47uIo,12.9259894,77.6754274,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.8,ChIJr5nUjKATrjsRK6QyOY47uIo,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P253,BAZAAR,Big Bazaar,ChIJAQAAAKQVrjsRtCKS_YzJQ6E,12.9172845,77.5922249,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJAQAAAKQVrjsRtCKS_YzJQ6E,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P254,BAZAAR,Onesta Gandhi Bazaar,ChIJEcuwk_MVrjsRyayDUexnW6U,12.9472641,77.5689764,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJEcuwk_MVrjsRyayDUexnW6U,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P255,BAZAAR,Big Bazaar,ChIJfc8IuJo9rjsRTCjS_q6aN4U,13.0122566,77.5532951,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJfc8IuJo9rjsRTCjS_q6aN4U,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P256,BAZAAR,Big Bazaar,ChIJCyaQCuUXrjsRSRwJv3bS304,13.0476314,77.5741547,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.9,ChIJCyaQCuUXrjsRSRwJv3bS304,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P257,BAZAAR,Big Bazaar,ChIJHWvOIy4-rjsRnyzh0CvA5vQ,12.9264752,77.5508957,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJHWvOIy4-rjsRnyzh0CvA5vQ,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P258,BAZAAR,Big Bazaar,ChIJ9_X5K0cVrjsRK5Y3_KsWPD4,12.8872242,77.581826,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.8,ChIJ9_X5K0cVrjsRK5Y3_KsWPD4,"['department_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
P259,SHOPPING,Indo Dubai Plaza,ChIJ0Wbp4X0WrjsRnnOUkl3JjO4,12.9736477,77.6068376,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.8,ChIJ0Wbp4X0WrjsRnnOUkl3JjO4,"['shopping_mall', 'point_of_interest', 'establishment']"
P260,SHOPPING,Phoenix Marketcity,ChIJS76jBAsRrjsRQ5Yuqy0l-88,12.9970372,77.696619,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.5,ChIJS76jBAsRrjsRQ5Yuqy0l-88,"['shopping_mall', 'point_of_interest', 'establishment']"
P261,SHOPPING,National Market,ChIJ5fyDBhEXrjsRR5zSYYHkgH8,12.9764368,77.5776028,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.8,ChIJ5fyDBhEXrjsRR5zSYYHkgH8,"['shopping_mall', 'point_of_interest', 'establishment']"
P262,SHOPPING,UB City,ChIJ96tpUHcWrjsRit-gsot2OOE,12.9716313,77.5958117,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.5,ChIJ96tpUHcWrjsRit-gsot2OOE,"['shopping_mall', 'point_of_interest', 'establishment']"
P263,SHOPPING,Mantri Square Mall,ChIJoRKfACMWrjsRrWqiP9PBT5Y,12.9916302,77.5711719,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.4,ChIJoRKfACMWrjsRrWqiP9PBT5Y,"['shopping_mall', 'point_of_interest', 'establishment']"
P264,SHOPPING,Bangalore Market,ChIJL_cpYAgWrjsRqAm33nmVSUQ,12.969056,77.5746821,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,3.9,ChIJL_cpYAgWrjsRqAm33nmVSUQ,"['shopping_mall', 'point_of_interest', 'establishment']"
P265,SHOPPING,VR Bengaluru,ChIJtV2JQAsRrjsRp4HCbaob4R0,12.9959631,77.6953109,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.4,ChIJtV2JQAsRrjsRp4HCbaob4R0,"['shopping_mall', 'point_of_interest', 'establishment']"
P266,SHOPPING,1 MG-Lido Mall,ChIJQ_NRvx4RrjsRMM9IFxUFU5g,12.9734056,77.6204127,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJQ_NRvx4RrjsRMM9IFxUFU5g,"['shopping_mall', 'point_of_interest', 'establishment']"
P267,SHOPPING,Garuda Mall,ChIJgzt5rYEWrjsRgaxtZI8bwnE,12.9700713,77.6098644,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.1,ChIJgzt5rYEWrjsRgaxtZI8bwnE,"['shopping_mall', 'point_of_interest', 'establishment']"
P268,SHOPPING,Royal Meenakshi Mall,ChIJCYgAwiwVrjsRWk69HWg1HG8,12.8760026,77.5956318,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.3,ChIJCYgAwiwVrjsRWk69HWg1HG8,"['shopping_mall', 'point_of_interest', 'establishment']"
P269,SHOPPING,Elements Mall,ChIJxTyv4WgXrjsRiqVsTY7LFBk,13.0452724,77.6267509,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJxTyv4WgXrjsRiqVsTY7LFBk,"['shopping_mall', 'point_of_interest', 'establishment']"
P270,SHOPPING,Vega City Mall,ChIJDeXmlxsVrjsR3zQ3BpRt9tE,12.9077453,77.6010841,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.3,ChIJDeXmlxsVrjsR3zQ3BpRt9tE,"['shopping_mall', 'point_of_interest', 'establishment']"
P271,SHOPPING,The Forum Neighbourhood Mall,ChIJCwQ1WPYNrjsR79v0Hb12g1U,12.9596267,77.7479484,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.2,ChIJCwQ1WPYNrjsR79v0Hb12g1U,"['shopping_mall', 'point_of_interest', 'establishment']"
P272,SHOPPING,Bangalore CENTRAL,ChIJ5x1GX3UTrjsR4aq-6zlo958,12.9264904,77.6752784,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.1,ChIJ5x1GX3UTrjsR4aq-6zlo958,"['shopping_mall', 'department_store', 'store', 'point_of_interest', 'establishment']"
P273,SHOPPING,BADSHA STORES -The Silk Experience -since 1914,ChIJeUh2qokWrjsRfoqzFs6KL9k,12.982327,77.610645,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.8,ChIJeUh2qokWrjsRfoqzFs6KL9k,"['store', 'point_of_interest', 'establishment']"
P274,SHOPPING,Gopalan Arcade,ChIJF_CDDv0VrjsRZSYEiJYX8QE,12.9360004,77.5176148,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4,ChIJF_CDDv0VrjsRZSYEiJYX8QE,"['shopping_mall', 'point_of_interest', 'establishment']"
P275,SHOPPING,Orion East Mall,ChIJjZVmwsIWrjsRkAzeMscdX_Y,13.0011033,77.6326623,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.2,ChIJjZVmwsIWrjsRkAzeMscdX_Y,"['shopping_mall', 'point_of_interest', 'establishment']"
P276,SHOPPING,Shivaji Nagar Shopping Complex,ChIJH_GPCWEWrjsRGBYA0Vc19e0,12.9878137,77.6046854,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.1,ChIJH_GPCWEWrjsRGBYA0Vc19e0,"['shopping_mall', 'point_of_interest', 'establishment']"
P277,SHOPPING,The Forum Mall,ChIJuzGXhU0UrjsRCRsq7sQj5Xs,12.9342971,77.6112019,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,4.3,ChIJuzGXhU0UrjsRCRsq7sQj5Xs,"['shopping_mall', 'point_of_interest', 'establishment']"
P278,SHOPPING,Bangalore ham shop,ChIJgZARiHwWrjsRx7C92JzNY0Y,12.9762064,77.6028058,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,4.4,ChIJgZARiHwWrjsRx7C92JzNY0Y,"['clothing_store', 'food', 'store', 'point_of_interest', 'establishment']"
